time,ia,ib,ic,PClimit,Tlevel
0,8.0,8.0,8.0,2,0.3
1,8.0,8.0,8.0,2,0.3
2,8.0,8.0,8.0,2,0.3
3,8.0,8.0,8.0,2,0.3
4,8.0,8.0,8.0,2,0.3
5,8.0,8.0,8.0,2,0.3
6,8.0,8.0,8.0,2,0.3
7,8.0,8.0,8.0,2,0.3
8,8.0,8.0,8.0,2,0.3
9,8.0,8.0,8.0,2,0.3
10,15.0,8.0,8.0,2,0.3
11,15.0,8.0,8.0,2,0.3
12,15.0,8.0,8.0,2,0.3
13,15.0,8.0,8.0,2,0.3
14,15.0,8.0,8.0,2,0.3
15,15.0,8.0,8.0,2,0.3
16,15.0,8.0,8.0,2,0.3
17,15.0,8.0,8.0,2,0.3
18,15.0,8.0,8.0,2,0.3
19,15.0,8.0,8.0,2,0.3
20,15.0,8.0,8.0,2,0.3
21,15.0,8.0,8.0,2,0.3
22,15.0,8.0,8.0,2,0.3
23,15.0,8.0,8.0,2,0.3
24,15.0,8.0,8.0,2,0.3
25,15.0,8.0,8.0,2,0.3
26,15.0,8.0,8.0,2,0.3
27,15.0,8.0,8.0,2,0.3
28,15.0,8.0,8.0,2,0.3
29,15.0,8.0,8.0,2,0.3
30,15.0,8.0,8.0,2,0.3
